city,city_ascii,state_id,state_name,lat,lng
Milton,Milton,GA,Georgia,34.1353,-84.3139
Greer,Greer,SC,South Carolina,34.933,-82.2313
Belleville,Belleville,IL,Illinois,38.5164,-89.99
Brookfield,Brookfield,WI,Wisconsin,43.064,-88.1231
Lancaster,Lancaster,OH,Ohio,39.7248,-82.6049
Reynoldsburg,Reynoldsburg,OH,Ohio,39.9588,-82.7943
Romeoville,Romeoville,IL,Illinois,41.6318,-88.0997
Covington,Covington,KY,Kentucky,39.0334,-84.5166
Apache Junction,Apache Junction,AZ,Arizona,33.3985,-111.535
Friendswood,Friendswood,TX,Texas,29.511,-95.1981
Cottage Grove,Cottage Grove,MN,Minnesota,44.8161,-92.9274
Cedar Falls,Cedar Falls,IA,Iowa,42.5195,-92.4536
Plant City,Plant City,FL,Florida,28.014,-82.1201
Rancho Palos Verdes,Rancho Palos Verdes,CA,California,33.7554,-118.3634
The Acreage,The Acreage,FL,Florida,26.774,-80.2779
Lancaster,Lancaster,TX,Texas,32.5922,-96.7739
Annapolis,Annapolis,MD,Maryland,38.9706,-76.5047
Maplewood,Maplewood,MN,Minnesota,44.9842,-93.0247
Germantown,Germantown,TN,Tennessee,35.0829,-89.7824
Rosenberg,Rosenberg,TX,Texas,29.5456,-95.8223
Kearny,Kearny,NJ,New Jersey,40.7528,-74.1202
Oviedo,Oviedo,FL,Florida,28.658,-81.1872
Essex,Essex,MD,Maryland,39.3021,-76.4449
Crystal Lake,Crystal Lake,IL,Illinois,42.2333,-88.3351
Rexburg,Rexburg,ID,Idaho,43.8226,-111.7919
Bartlett,Bartlett,IL,Illinois,41.9804,-88.2071
Fuquay-Varina,Fuquay-Varina,NC,North Carolina,35.5953,-78.7778
Waipahu,Waipahu,HI,Hawaii,21.3859,-158.0101
Lake Oswego,Lake Oswego,OR,Oregon,45.4129,-122.7004
Woodlawn,Woodlawn,MD,Maryland,39.3054,-76.7489
Westfield,Westfield,MA,Massachusetts,42.1382,-72.7561
Royal Palm Beach,Royal Palm Beach,FL,Florida,26.7038,-80.2241
Cape Girardeau,Cape Girardeau,MO,Missouri,37.3109,-89.5597
Valley Stream,Valley Stream,NY,New York,40.6647,-73.7043
Findlay,Findlay,OH,Ohio,41.0469,-83.6379
New Berlin,New Berlin,WI,Wisconsin,42.9726,-88.1291
Lake Stevens,Lake Stevens,WA,Washington,48.0024,-122.0953
Hobbs,Hobbs,NM,New Mexico,32.7281,-103.16
La Vergne,La Vergne,TN,Tennessee,36.02,-86.5586
Valrico,Valrico,FL,Florida,27.9193,-82.2293
Severna Park,Severna Park,MD,Maryland,39.087,-76.5687
Owasso,Owasso,OK,Oklahoma,36.2878,-95.8311
Lynnwood,Lynnwood,WA,Washington,47.8284,-122.3033
West Fargo,West Fargo,ND,North Dakota,46.8573,-96.9057
Fort Lee,Fort Lee,NJ,New Jersey,40.8509,-73.9713
Culver City,Culver City,CA,California,34.0058,-118.3968
Chelsea,Chelsea,MA,Massachusetts,42.3959,-71.0325
Aventura,Aventura,FL,Florida,25.9566,-80.1371
Hurst,Hurst,TX,Texas,32.8353,-97.1809
Navarre,Navarre,FL,Florida,30.4174,-86.8907
Pine Bluff,Pine Bluff,AR,Arkansas,34.2116,-92.0173
Hutchinson,Hutchinson,KS,Kansas,38.0671,-97.9081
Duncanville,Duncanville,TX,Texas,32.646,-96.9127
Bettendorf,Bettendorf,IA,Iowa,41.5657,-90.4765
Issaquah,Issaquah,WA,Washington,47.5439,-122.0471
Peachtree City,Peachtree City,GA,Georgia,33.3942,-84.571
Coram,Coram,NY,New York,40.8812,-73.0059
Menomonee Falls,Menomonee Falls,WI,Wisconsin,43.1487,-88.1227
Prattville,Prattville,AL,Alabama,32.4597,-86.4573
Carol Stream,Carol Stream,IL,Illinois,41.9181,-88.1307
Stanton,Stanton,CA,California,33.8003,-117.9935
Midlothian,Midlothian,TX,Texas,32.4669,-96.989
Urbana,Urbana,IL,Illinois,40.1107,-88.1973
Grants Pass,Grants Pass,OR,Oregon,42.4333,-123.3317
Lincoln Park,Lincoln Park,MI,Michigan,42.2432,-83.1811
Georgetown,Georgetown,KY,Kentucky,38.2247,-84.5487
Quincy,Quincy,IL,Illinois,39.9336,-91.3799
Keizer,Keizer,OR,Oregon,45.0028,-123.0243
Streamwood,Streamwood,IL,Illinois,42.0209,-88.1779
Roy,Roy,UT,Utah,41.1714,-112.0485
Winter Springs,Winter Springs,FL,Florida,28.6889,-81.2703
Kiryas Joel,Kiryas Joel,NY,New York,41.3411,-74.1667
Warren,Warren,OH,Ohio,41.239,-80.8174
Land O' Lakes,Land O' Lakes,FL,Florida,28.2075,-82.4476
South Miami Heights,South Miami Heights,FL,Florida,25.5886,-80.3862
Parkland,Parkland,WA,Washington,47.1417,-122.4376
La Quinta,La Quinta,CA,California,33.6536,-116.2785
Mechanicsville,Mechanicsville,VA,Virginia,37.6263,-77.3561
Park Ridge,Park Ridge,IL,Illinois,42.0125,-87.8436
Riviera Beach,Riviera Beach,FL,Florida,26.7813,-80.0741
Westerville,Westerville,OH,Ohio,40.1241,-82.921
Atlantic City,Atlantic City,NJ,New Jersey,39.3797,-74.4527
Vestavia Hills,Vestavia Hills,AL,Alabama,33.4518,-86.7437
Calexico,Calexico,CA,California,32.6849,-115.4944
Cedar City,Cedar City,UT,Utah,37.6834,-113.0956
Phenix City,Phenix City,AL,Alabama,32.4585,-85.0253
Wheeling,Wheeling,IL,Illinois,42.1308,-87.924
Tooele,Tooele,UT,Utah,40.5393,-112.3082
San Gabriel,San Gabriel,CA,California,34.0949,-118.099
Clinton,Clinton,MD,Maryland,38.7499,-76.9063
Central Islip,Central Islip,NY,New York,40.7836,-73.1945
East Point,East Point,GA,Georgia,33.6696,-84.4701
Lewiston,Lewiston,ME,Maine,44.0915,-70.1681
Bell Gardens,Bell Gardens,CA,California,33.9663,-118.155
Rome,Rome,GA,Georgia,34.2662,-85.1863
Portage,Portage,IN,Indiana,41.5856,-87.1797
Hilliard,Hilliard,OH,Ohio,40.0353,-83.1578
Northglenn,Northglenn,CO,Colorado,39.9108,-104.9783
Adelanto,Adelanto,CA,California,34.5814,-117.4397
Copperas Cove,Copperas Cove,TX,Texas,31.1192,-97.914
Clovis,Clovis,NM,New Mexico,34.4376,-103.1923
Hot Springs,Hot Springs,AR,Arkansas,34.4892,-93.0501
Windsor,Windsor,CO,Colorado,40.469,-104.9198
Hilton Head Island,Hilton Head Island,SC,South Carolina,32.1896,-80.7499
Bartlesville,Bartlesville,OK,Oklahoma,36.7365,-95.9456
Prosper,Prosper,TX,Texas,33.2394,-96.8087
Estero,Estero,FL,Florida,26.4276,-81.7951
Pleasant Grove,Pleasant Grove,UT,Utah,40.3716,-111.7412
Holyoke,Holyoke,MA,Massachusetts,42.2125,-72.6411
Montclair,Montclair,CA,California,34.0715,-117.6981
Tupelo,Tupelo,MS,Mississippi,34.2692,-88.7318
Oregon City,Oregon City,OR,Oregon,45.3418,-122.5924
Kearns,Kearns,UT,Utah,40.6519,-112.0095
New Albany,New Albany,IN,Indiana,38.309,-85.8234
Monrovia,Monrovia,CA,California,34.165,-117.9921
Sun Prairie,Sun Prairie,WI,Wisconsin,43.1825,-89.2362
Douglasville,Douglasville,GA,Georgia,33.7384,-84.7054
Sun City,Sun City,AZ,Arizona,33.6165,-112.2819
Woodstock,Woodstock,GA,Georgia,34.1026,-84.5091
Kaneohe,Kaneohe,HI,Hawaii,21.4062,-157.7904
Carpentersville,Carpentersville,IL,Illinois,42.1227,-88.2896
Security-Widefield,Security-Widefield,CO,Colorado,38.7489,-104.7142
Greenfield,Greenfield,WI,Wisconsin,42.9619,-88.0052
San Luis,San Luis,AZ,Arizona,32.4911,-114.7089
Oak Creek,Oak Creek,WI,Wisconsin,42.8803,-87.9009
Wildomar,Wildomar,CA,California,33.6173,-117.2582
Pacifica,Pacifica,CA,California,37.6113,-122.4782
Owings Mills,Owings Mills,MD,Maryland,39.4115,-76.7913
Leavenworth,Leavenworth,KS,Kansas,39.3239,-94.924
Parkland,Parkland,FL,Florida,26.3219,-80.2533
La Puente,La Puente,CA,California,34.0323,-117.9533
Socorro,Socorro,TX,Texas,31.6383,-106.2601
Tucker,Tucker,GA,Georgia,33.8436,-84.2024
South Valley,South Valley,NM,New Mexico,35.0093,-106.6819
Richmond,Richmond,KY,Kentucky,37.7307,-84.2925
American Fork,American Fork,UT,Utah,40.3783,-111.7953
Winchester,Winchester,NV,Nevada,36.1365,-115.137
Evans,Evans,GA,Georgia,33.5619,-82.1351
Martinez,Martinez,CA,California,37.9985,-122.1161
East Meadow,East Meadow,NY,New York,40.7197,-73.5604
Monroe,Monroe,NC,North Carolina,35.0063,-80.5596
Muskogee,Muskogee,OK,Oklahoma,35.7432,-95.3567
Hanover Park,Hanover Park,IL,Illinois,41.9818,-88.1446
La Porte,La Porte,TX,Texas,29.6689,-95.0484
Carrollwood,Carrollwood,FL,Florida,28.0577,-82.5148
Farmers Branch,Farmers Branch,TX,Texas,32.9272,-96.8804
Richfield,Richfield,MN,Minnesota,44.8763,-93.2829
North Ridgeville,North Ridgeville,OH,Ohio,41.3852,-82.0195
Benton,Benton,AR,Arkansas,34.5776,-92.5713
Claremont,Claremont,CA,California,34.1259,-117.7153
Mission Bend,Mission Bend,TX,Texas,29.6948,-95.6658
Commack,Commack,NY,New York,40.8435,-73.2833
Beloit,Beloit,WI,Wisconsin,42.523,-89.0184
Oakton,Oakton,VA,Virginia,38.8887,-77.3016
Elmont,Elmont,NY,New York,40.7033,-73.7078
Merrillville,Merrillville,IN,Indiana,41.4728,-87.3196
Foothill Farms,Foothill Farms,CA,California,38.6867,-121.3475
Lauderdale Lakes,Lauderdale Lakes,FL,Florida,26.1682,-80.2017
Oswego,Oswego,IL,Illinois,41.6834,-88.3372
Plainfield,Plainfield,IN,Indiana,39.6954,-86.3716
Upper Arlington,Upper Arlington,OH,Ohio,40.0272,-83.0704
Rock Island,Rock Island,IL,Illinois,41.4699,-90.5827
San Juan,San Juan,TX,Texas,26.1903,-98.152
Redmond,Redmond,OR,Oregon,44.2612,-121.181
Cookeville,Cookeville,TN,Tennessee,36.1482,-85.5109
El Mirage,El Mirage,AZ,Arizona,33.5905,-112.3271
Dunedin,Dunedin,FL,Florida,28.0329,-82.7862
Midvale,Midvale,UT,Utah,40.6148,-111.8927
Orangevale,Orangevale,CA,California,38.6881,-121.2209
Randallstown,Randallstown,MD,Maryland,39.3723,-76.8024
Kendall West,Kendall West,FL,Florida,25.7065,-80.4388
Inver Grove Heights,Inver Grove Heights,MN,Minnesota,44.8247,-93.0596
Norristown,Norristown,PA,Pennsylvania,40.1225,-75.3398
Franklin,Franklin,WI,Wisconsin,42.8854,-88.0104
Fruit Cove,Fruit Cove,FL,Florida,30.0972,-81.6175
Egypt Lake-Leto,Egypt Lake-Leto,FL,Florida,28.0177,-82.5062
Sahuarita,Sahuarita,AZ,Arizona,31.9323,-110.9654
Moorpark,Moorpark,CA,California,34.2861,-118.8768
Springville,Springville,UT,Utah,40.1638,-111.6205
Salisbury,Salisbury,NC,North Carolina,35.6658,-80.4905
Roseville,Roseville,MN,Minnesota,45.0155,-93.1545
Olney,Olney,MD,Maryland,39.1465,-77.0715
Weatherford,Weatherford,TX,Texas,32.7536,-97.7723
Canton,Canton,GA,Georgia,34.2467,-84.4897
Stockbridge,Stockbridge,GA,Georgia,33.5254,-84.2295
Pueblo West,Pueblo West,CO,Colorado,38.3465,-104.7246
Hinesville,Hinesville,GA,Georgia,31.8248,-81.6137
Marion,Marion,OH,Ohio,40.5973,-83.1227
Fair Lawn,Fair Lawn,NJ,New Jersey,40.9359,-74.1177
Richmond West,Richmond West,FL,Florida,25.6105,-80.4297
Richmond,Richmond,IN,Indiana,39.8318,-84.8905
Torrington,Torrington,CT,Connecticut,41.8349,-73.1282
Fair Oaks,Fair Oaks,VA,Virginia,38.8653,-77.3586
Mason,Mason,OH,Ohio,39.3571,-84.3023
Addison,Addison,IL,Illinois,41.9313,-88.0085
Syracuse,Syracuse,UT,Utah,41.0859,-112.0698
Gahanna,Gahanna,OH,Ohio,40.0251,-82.8637
Hutto,Hutto,TX,Texas,30.5396,-97.544
Biscayne Gardens,Biscayne Gardens,FL,Florida,25.9134,-80.2103
Temple City,Temple City,CA,California,34.1022,-118.0579
Timberwood Park,Timberwood Park,TX,Texas,29.6995,-98.4838
Oakville,Oakville,MO,Missouri,38.4479,-90.3199
Brunswick,Brunswick,OH,Ohio,41.2465,-81.8198
Prairieville,Prairieville,LA,Louisiana,30.3151,-90.9571
Wildwood,Wildwood,MO,Missouri,38.58,-90.6698
Cibolo,Cibolo,TX,Texas,29.5634,-98.2115
Calumet City,Calumet City,IL,Illinois,41.6134,-87.5505
San Juan Capistrano,San Juan Capistrano,CA,California,33.5008,-117.6544
Graham,Graham,WA,Washington,47.0322,-122.2827
Lathrop,Lathrop,CA,California,37.809,-121.3131
Butte,Butte,MT,Montana,45.902,-112.6571
Baldwin,Baldwin,NY,New York,40.6511,-73.6075
Merritt Island,Merritt Island,FL,Florida,28.3139,-80.6708
La Presa,La Presa,CA,California,32.711,-117.0027
University Place,University Place,WA,Washington,47.2147,-122.5461
West Hollywood,West Hollywood,CA,California,34.0883,-118.3719
Chillum,Chillum,MD,Maryland,38.9666,-76.9791
Fulshear,Fulshear,TX,Texas,29.693,-95.8804
Long Beach,Long Beach,NY,New York,40.5887,-73.666
Valparaiso,Valparaiso,IN,Indiana,41.4783,-87.0506
Oildale,Oildale,CA,California,35.4293,-119.0306
University City,University City,MO,Missouri,38.6657,-90.3315
Del Rio,Del Rio,TX,Texas,29.3708,-100.8801
Cooper City,Cooper City,FL,Florida,26.0463,-80.2862
Lewiston,Lewiston,ID,Idaho,46.3934,-116.9933
Manitowoc,Manitowoc,WI,Wisconsin,44.0991,-87.6812
Kennesaw,Kennesaw,GA,Georgia,34.026,-84.6177
McMinnville,McMinnville,OR,Oregon,45.211,-123.1918
Northbrook,Northbrook,IL,Illinois,42.1292,-87.8352
College Park,College Park,MD,Maryland,38.996,-76.9337
Fairborn,Fairborn,OH,Ohio,39.801,-84.0094
Garner,Garner,NC,North Carolina,35.6936,-78.6181
New City,New City,NY,New York,41.1542,-73.9912
Goshen,Goshen,IN,Indiana,41.5743,-85.8309
Crown Point,Crown Point,IN,Indiana,41.4143,-87.3457
Goldsboro,Goldsboro,NC,North Carolina,35.3778,-77.9717
Kingman,Kingman,AZ,Arizona,35.217,-114.0105
South Riding,South Riding,VA,Virginia,38.912,-77.5132
Cleburne,Cleburne,TX,Texas,32.3568,-97.4151
Pasadena,Pasadena,MD,Maryland,39.1552,-76.5537
Celina,Celina,TX,Texas,33.3154,-96.7941
Lufkin,Lufkin,TX,Texas,31.3217,-94.7277
Kearney,Kearney,NE,Nebraska,40.7011,-99.0833
Stow,Stow,OH,Ohio,41.1765,-81.4344
Pleasant Hill,Pleasant Hill,CA,California,37.9539,-122.0759
Haines City,Haines City,FL,Florida,28.1102,-81.6157
Manhattan Beach,Manhattan Beach,CA,California,33.8894,-118.3967
Statesboro,Statesboro,GA,Georgia,32.4375,-81.7751
Meridian,Meridian,MS,Mississippi,32.3846,-88.6896
Englewood,Englewood,CO,Colorado,39.6468,-104.9942
Harker Heights,Harker Heights,TX,Texas,31.0572,-97.6446
Westmont,Westmont,CA,California,33.9417,-118.3018
Montgomery Village,Montgomery Village,MD,Maryland,39.1788,-77.1954
Westlake,Westlake,OH,Ohio,41.4524,-81.9294
Spanaway,Spanaway,WA,Washington,47.0979,-122.4233
Eastpointe,Eastpointe,MI,Michigan,42.4657,-82.9461
Deer Park,Deer Park,TX,Texas,29.6898,-95.1151
Woodridge,Woodridge,IL,Illinois,41.737,-88.0409
Walla Walla,Walla Walla,WA,Washington,46.0671,-118.3368
Alabaster,Alabaster,AL,Alabama,33.2198,-86.8225
West Little River,West Little River,FL,Florida,25.8571,-80.2367
Canyon Lake,Canyon Lake,TX,Texas,29.8761,-98.2611
Leawood,Leawood,KS,Kansas,38.9075,-94.6258
Erie,Erie,CO,Colorado,40.0404,-105.0399
San Dimas,San Dimas,CA,California,34.1082,-117.809
Seguin,Seguin,TX,Texas,29.5891,-97.9676
Dakota Ridge,Dakota Ridge,CO,Colorado,39.6192,-105.1344
Martinez,Martinez,GA,Georgia,33.5209,-82.0985
Helena,Helena,MT,Montana,46.5965,-112.0202
Chester,Chester,PA,Pennsylvania,39.8456,-75.3718
Sun City Center,Sun City Center,FL,Florida,27.715,-82.3569
Petersburg,Petersburg,VA,Virginia,37.2043,-77.3913
Pikesville,Pikesville,MD,Maryland,39.3893,-76.702
Clearfield,Clearfield,UT,Utah,41.103,-112.0238
Gillette,Gillette,WY,Wyoming,44.2752,-105.4982
Gadsden,Gadsden,AL,Alabama,34.0086,-86.0157
Apollo Beach,Apollo Beach,FL,Florida,27.7618,-82.4003
East Lake,East Lake,FL,Florida,28.1206,-82.6868
Ken Caryl,Ken Caryl,CO,Colorado,39.577,-105.1144
Desert Hot Springs,Desert Hot Springs,CA,California,33.955,-116.5429
Spring Valley,Spring Valley,NY,New York,41.1151,-74.0486
Bluffton,Bluffton,SC,South Carolina,32.2135,-80.9316
Uniondale,Uniondale,NY,New York,40.7176,-73.5947
Rochester,Rochester,NH,New Hampshire,43.299,-70.9787
Bethany,Bethany,OR,Oregon,45.5614,-122.837
Sherwood,Sherwood,AR,Arkansas,34.8507,-92.2029
Kaysville,Kaysville,UT,Utah,41.029,-111.9456
Andover,Andover,MN,Minnesota,45.2571,-93.3265
Savage,Savage,MN,Minnesota,44.7545,-93.3632
Bethel Park,Bethel Park,PA,Pennsylvania,40.3238,-80.0364
Eagle,Eagle,ID,Idaho,43.7223,-116.3866
St. Charles,St. Charles,IL,Illinois,41.9193,-88.3109
Cottonwood Heights,Cottonwood Heights,UT,Utah,40.6137,-111.8144
Des Moines,Des Moines,WA,Washington,47.3914,-122.3156
Opelika,Opelika,AL,Alabama,32.6612,-85.3769
Ithaca,Ithaca,NY,New York,42.4442,-76.5032
Glendale Heights,Glendale Heights,IL,Illinois,41.9196,-88.0785
Florence,Florence,KY,Kentucky,38.9899,-84.6471
Fair Oaks,Fair Oaks,CA,California,38.6504,-121.2496
Foster City,Foster City,CA,California,37.5553,-122.2659
Dana Point,Dana Point,CA,California,33.4733,-117.6967
Los Gatos,Los Gatos,CA,California,37.2304,-121.9562
Garfield,Garfield,NJ,New Jersey,40.8791,-74.1085
Cornelius,Cornelius,NC,North Carolina,35.4724,-80.8813
New Bern,New Bern,NC,North Carolina,35.0955,-77.0723
Menlo Park,Menlo Park,CA,California,37.4685,-122.1673
Oak Ridge,Oak Ridge,TN,Tennessee,35.9639,-84.2938
Goleta,Goleta,CA,California,34.4361,-119.8594
Buenaventura Lakes,Buenaventura Lakes,FL,Florida,28.3349,-81.3539
Fitchburg,Fitchburg,WI,Wisconsin,42.9859,-89.4255
Huntington Station,Huntington Station,NY,New York,40.8446,-73.405
West Odessa,West Odessa,TX,Texas,31.8389,-102.5003
Marrero,Marrero,LA,Louisiana,29.8871,-90.1126
Long Branch,Long Branch,NJ,New Jersey,40.2965,-73.9915
Aiken,Aiken,SC,South Carolina,33.5303,-81.7271
Brooklyn Center,Brooklyn Center,MN,Minnesota,45.0681,-93.3162
Bell,Bell,CA,California,33.9801,-118.1798
Duluth,Duluth,GA,Georgia,34.0053,-84.1492
SeaTac,SeaTac,WA,Washington,47.4444,-122.2986
Sterling,Sterling,VA,Virginia,39.0052,-77.405
Maryville,Maryville,TN,Tennessee,35.7468,-83.9789
Washington,Washington,UT,Utah,37.1303,-113.4878
Massillon,Massillon,OH,Ohio,40.7838,-81.5254
O'Fallon,O'Fallon,IL,Illinois,38.5974,-89.9148
Laramie,Laramie,WY,Wyoming,41.3099,-105.6085
Pullman,Pullman,WA,Washington,46.7336,-117.168
Nacogdoches,Nacogdoches,TX,Texas,31.6134,-94.6528
Nicholasville,Nicholasville,KY,Kentucky,37.8906,-84.5668
Dania Beach,Dania Beach,FL,Florida,26.0593,-80.1637
Atwater,Atwater,CA,California,37.3529,-120.5959
Fallbrook,Fallbrook,CA,California,33.3693,-117.2259
Lakeside,Lakeside,FL,Florida,30.1356,-81.7674
Zionsville,Zionsville,IN,Indiana,39.9897,-86.3182
Lake Magdalene,Lake Magdalene,FL,Florida,28.0875,-82.4791
LaGrange,LaGrange,GA,Georgia,33.0274,-85.0384
Oakleaf Plantation,Oakleaf Plantation,FL,Florida,30.1689,-81.8337
Wheat Ridge,Wheat Ridge,CO,Colorado,39.7728,-105.1028
West Bend,West Bend,WI,Wisconsin,43.4173,-88.1818
Elk Grove Village,Elk Grove Village,IL,Illinois,42.0064,-87.9921
New Smyrna Beach,New Smyrna Beach,FL,Florida,29.0249,-80.9652
Spring Valley,Spring Valley,CA,California,32.7317,-116.9766
Bangor,Bangor,ME,Maine,44.8323,-68.7906
North Olmsted,North Olmsted,OH,Ohio,41.4149,-81.919
Mundelein,Mundelein,IL,Illinois,42.2693,-88.0102
Centereach,Centereach,NY,New York,40.8681,-73.0821
Naugatuck,Naugatuck,CT,Connecticut,41.489,-73.0518
Rome,Rome,NY,New York,43.226,-75.4909
Juneau,Juneau,AK,Alaska,58.4546,-134.1739
Pekin,Pekin,IL,Illinois,40.5678,-89.6251
Carlsbad,Carlsbad,NM,New Mexico,32.401,-104.2388
San Pablo,San Pablo,CA,California,37.9629,-122.3426
Middle River,Middle River,MD,Maryland,39.3436,-76.4253
Bella Vista,Bella Vista,AR,Arkansas,36.4667,-94.2707
Eldersburg,Eldersburg,MD,Maryland,39.4041,-76.9528
Bay Shore,Bay Shore,NY,New York,40.7288,-73.2495
Shawnee,Shawnee,OK,Oklahoma,35.3531,-96.9647
Oceanside,Oceanside,NY,New York,40.6328,-73.6364
Beverly Hills,Beverly Hills,CA,California,34.0786,-118.4021
Miami Lakes,Miami Lakes,FL,Florida,25.9125,-80.3214
Forney,Forney,TX,Texas,32.744,-96.4529
Sanford,Sanford,NC,North Carolina,35.4875,-79.177
Orcutt,Orcutt,CA,California,34.8691,-120.4222
Morrisville,Morrisville,NC,North Carolina,35.8368,-78.8348
Santa Paula,Santa Paula,CA,California,34.3545,-119.0656
Summerlin South,Summerlin South,NV,Nevada,36.1242,-115.3324
Alamogordo,Alamogordo,NM,New Mexico,32.8837,-105.9625
Bel Air North,Bel Air North,MD,Maryland,39.5543,-76.3732
Ballwin,Ballwin,MO,Missouri,38.595,-90.55
West Falls Church,West Falls Church,VA,Virginia,38.8648,-77.1878
Greenville,Greenville,TX,Texas,33.1116,-96.1099
Northport,Northport,AL,Alabama,33.2586,-87.5993
Brownsburg,Brownsburg,IN,Indiana,39.8337,-86.383
Springfield,Springfield,VA,Virginia,38.781,-77.1839
Southlake,Southlake,TX,Texas,32.9545,-97.1503
Westfield,Westfield,NJ,New Jersey,40.6516,-74.3432
Port Chester,Port Chester,NY,New York,41.0051,-73.668
Holladay,Holladay,UT,Utah,40.66,-111.8226
Banning,Banning,CA,California,33.946,-116.8992
Redan,Redan,GA,Georgia,33.7394,-84.1644
North Royalton,North Royalton,OH,Ohio,41.3138,-81.745
Northampton,Northampton,MA,Massachusetts,42.3266,-72.6745
Lawrenceville,Lawrenceville,GA,Georgia,33.9523,-83.9932
McDonough,McDonough,GA,Georgia,33.4397,-84.1505
Hopkinsville,Hopkinsville,KY,Kentucky,36.8381,-87.4775
Franklin Square,Franklin Square,NY,New York,40.7002,-73.6775
Chamblee,Chamblee,GA,Georgia,33.8842,-84.3007
Milford Mill,Milford Mill,MD,Maryland,39.3444,-76.7668
Lawndale,Lawndale,CA,California,33.8884,-118.3531
Fort Mill,Fort Mill,SC,South Carolina,35.0061,-80.9389
Princeton,Princeton,NJ,New Jersey,40.3562,-74.6693
Laguna Hills,Laguna Hills,CA,California,33.5918,-117.6991
Los Altos,Los Altos,CA,California,37.3684,-122.0965
Liberty,Liberty,MO,Missouri,39.2394,-94.4191
North Chicago,North Chicago,IL,Illinois,42.3172,-87.8595
La Verne,La Verne,CA,California,34.1207,-117.7703
Matthews,Matthews,NC,North Carolina,35.1195,-80.7101
Parkville,Parkville,MD,Maryland,39.3832,-76.5519
Burlingame,Burlingame,CA,California,37.5859,-122.3667
Gurnee,Gurnee,IL,Illinois,42.3708,-87.9392
Sachse,Sachse,TX,Texas,32.9726,-96.5793
Clarksburg,Clarksburg,MD,Maryland,39.2246,-77.2659
Drexel Hill,Drexel Hill,PA,Pennsylvania,39.9495,-75.3038
Highland Park,Highland Park,IL,Illinois,42.1823,-87.8104
Vero Beach South,Vero Beach South,FL,Florida,27.6132,-80.4163
Newark,Newark,DE,Delaware,39.6776,-75.7576
Granger,Granger,IN,Indiana,41.7374,-86.1348
Saratoga,Saratoga,CA,California,37.2684,-122.0263
Middletown,Middletown,NY,New York,41.4459,-74.4236
Winter Park,Winter Park,FL,Florida,28.5989,-81.3442
Fridley,Fridley,MN,Minnesota,45.0841,-93.2595
Paragould,Paragould,AR,Arkansas,36.0555,-90.5149
North Tonawanda,North Tonawanda,NY,New York,43.0457,-78.8659
Austintown,Austintown,OH,Ohio,41.0932,-80.7405
Bixby,Bixby,OK,Oklahoma,35.9454,-95.8776
Casselberry,Casselberry,FL,Florida,28.6624,-81.3217
Hazleton,Hazleton,PA,Pennsylvania,40.9505,-75.9725
Rahway,Rahway,NJ,New Jersey,40.6077,-74.2807
Gloucester,Gloucester,MA,Massachusetts,42.626,-70.6897
Temescal Valley,Temescal Valley,CA,California,33.7581,-117.4677
Algonquin,Algonquin,IL,Illinois,42.1629,-88.3159
Niles,Niles,IL,Illinois,42.0278,-87.8099
Ferry Pass,Ferry Pass,FL,Florida,30.5205,-87.1899
Anderson,Anderson,SC,South Carolina,34.5211,-82.6478
Magna,Magna,UT,Utah,40.7634,-112.1599
Bowling Green,Bowling Green,OH,Ohio,41.3776,-83.6495
Harrison,Harrison,NY,New York,41.0236,-73.7193
Statesville,Statesville,NC,North Carolina,35.7842,-80.8713
Ruskin,Ruskin,FL,Florida,27.7065,-82.4209
Mehlville,Mehlville,MO,Missouri,38.5018,-90.3149
Laurel,Laurel,MD,Maryland,39.0949,-76.8622
Central,Central,LA,Louisiana,30.5593,-91.0369
Fleming Island,Fleming Island,FL,Florida,30.0988,-81.7124
Easton,Easton,PA,Pennsylvania,40.6858,-75.2209
Atascadero,Atascadero,CA,California,35.4827,-120.6858
Schererville,Schererville,IN,Indiana,41.4861,-87.4442
Melrose,Melrose,MA,Massachusetts,42.4556,-71.059
Englewood,Englewood,NJ,New Jersey,40.8917,-73.9736
San Carlos,San Carlos,CA,California,37.4982,-122.2677
Monterey,Monterey,CA,California,36.5919,-121.8808
Leland,Leland,NC,North Carolina,34.2042,-78.0279
Converse,Converse,TX,Texas,29.5091,-98.3084
Hobart,Hobart,IN,Indiana,41.514,-87.2729
Crofton,Crofton,MD,Maryland,39.0144,-76.68
Enterprise,Enterprise,AL,Alabama,31.3275,-85.8463
Burton,Burton,MI,Michigan,42.9974,-83.6175
Galesburg,Galesburg,IL,Illinois,40.9506,-90.3763
Daphne,Daphne,AL,Alabama,30.6263,-87.8816
Raytown,Raytown,MO,Missouri,38.9944,-94.4641
Orchards,Orchards,WA,Washington,45.689,-122.5306
Independence,Independence,KY,Kentucky,38.951,-84.5492
Southgate,Southgate,MI,Michigan,42.2047,-83.2057
Kirkwood,Kirkwood,MO,Missouri,38.5788,-90.4203
Clayton,Clayton,NC,North Carolina,35.659,-78.4498
Oak Park,Oak Park,MI,Michigan,42.4649,-83.1824
Fountain,Fountain,CO,Colorado,38.6886,-104.6829
Suisun City,Suisun City,CA,California,38.2473,-122.0091
South Laurel,South Laurel,MD,Maryland,39.0603,-76.8456
